date,EW,MV,ERI,GARCH-EVT-CVaR,GARCH-EVT-CVaR-MV
2017-12-18,1.642555791959259,1.5235007393508424,1.58753763500743,1.6425557919592588,1.5235007393508424
2017-12-19,1.639024141780116,1.5137164741526292,1.580306286890964,1.6390241417801157,1.5137164741526292
2017-12-20,1.6398121995968964,1.5114312943740997,1.579115530529845,1.6398121995968962,1.5114312943740997
2017-12-21,1.6373881081592232,1.5057645124617123,1.5783262266703804,1.637388108159223,1.5057645124617123
2017-12-22,1.6362960138447173,1.5052739341685932,1.579213421192457,1.6362960138447171,1.5052739341685932
2017-12-26,1.632759465117338,1.5024988299585609,1.5765719549886896,1.6327594651173378,1.5024988299585609
2017-12-27,1.6338342915639696,1.5060092683947237,1.577270917033505,1.6338342915639694,1.5060092683947237
2017-12-28,1.6367293102940745,1.5094011369056617,1.580509559543926,1.6367293102940743,1.5094011369056617
2017-12-29,1.6273689239932583,1.50729051418203,1.5755669147714773,1.627368923993258,1.50729051418203
2018-01-02,1.653461690835444,1.5083386001951262,1.583664196031443,1.6534616908354438,1.5083386001951262
2018-01-03,1.670813417636923,1.5111202592902648,1.5861151547649734,1.6708134176369227,1.5111202592902648
2018-01-04,1.6737476376754696,1.5126346274702258,1.586736459910701,1.6737476376754694,1.5126346274702258
2018-01-05,1.685108730998067,1.51553868558476,1.5934156480627955,1.6851087309980668,1.51553868558476
2018-01-08,1.6941431657709554,1.5186726787518594,1.5976264380376612,1.6941431657709551,1.5186726787518594
2018-01-09,1.692331425520205,1.5133691343188944,1.5935921959303831,1.6923314255202049,1.5133691343188944
2018-01-10,1.6903753567611872,1.5097866844201229,1.589492984622247,1.690375356761187,1.5097866844201229
2018-01-11,1.7017120686927063,1.5135534294246058,1.5983868099959437,1.701712068692706,1.5135534294246058
2018-01-12,1.7115193123901462,1.5172062808564453,1.6026081950171596,1.711519312390146,1.5172062808564453
2018-01-16,1.7051941790017304,1.5153779134045429,1.5985707918364147,1.7051941790017302,1.5153779134045429
2018-01-17,1.7282737249675806,1.5300640720622682,1.6172429897140685,1.7282737249675804,1.5300640720622682
2018-01-18,1.7329755605342718,1.5266103108965514,1.615136154514635,1.7329755605342716,1.5266103108965514
2018-01-19,1.7441813822021426,1.5363825232729642,1.6265337255770174,1.7441813822021424,1.5363825232729642
2018-01-22,1.7575144950382888,1.5456856694559657,1.635175998350201,1.7575144950382886,1.5456856694559657
2018-01-23,1.7680365551513741,1.5482482461313385,1.6395151608977339,1.768036555151374,1.5482482461313385
2018-01-24,1.7578769151166391,1.543113361805303,1.6360014629460482,1.757876915116639,1.543113361805303
2018-01-25,1.7521360113728308,1.5479749266622083,1.641319643139176,1.7521360113728306,1.5479749266622083
2018-01-26,1.776695775688191,1.5527401828681557,1.6480463948159076,1.7766957756881907,1.5527401828681557
2018-01-29,1.771197263757711,1.5479690961089474,1.650469938157043,1.7711972637577107,1.5479690961089474
2018-01-30,1.756229289284591,1.5487858690081917,1.645831561794284,1.7562292892845908,1.5487858690081917
2018-01-31,1.7608456711215172,1.552452471698873,1.6493204219968387,1.760845671121517,1.552452471698873
2018-02-01,1.748823055818618,1.5414163826038376,1.6377507343584046,1.7488230558186177,1.5414163826038376
2018-02-02,1.7127890745030807,1.5210823151646775,1.6126828815714218,1.7127890745030805,1.5210823151646775
2018-02-05,1.6474617659117643,1.470059861594795,1.5603582633450737,1.647461765911764,1.470059861594795
2018-02-06,1.6743283804997722,1.470462487076708,1.5674275595926819,1.674328380499772,1.470462487076708
2018-02-07,1.658477596340001,1.4631037897736083,1.5583697503510046,1.6584775963400007,1.4631037897736083
2018-02-08,1.5945659400253385,1.4258079256317686,1.515362221245481,1.5945659400253382,1.4258079256317686
2018-02-09,1.6190775805685764,1.44566256331988,1.539318172049623,1.6190775805685762,1.44566256331988
